reviews,sentiments,ratings
"All the Departments Are pretty Good As specs , but I didn't expected the camera that Good ...... I thought camera would be average rest will be good..... but really POCO did it Great this time ......",Pretty good,4.0
Extraordinary smart phone in every department.,Best in the market!,5.0
The battery is 5000 mah but will not last that much and also have heating problem.,Nice,3.0
Really satisfied with my decision of this purchase,Super!,5.0
"Don't buy please they are not accepting my phone return also
For normal usage the phone is heating too much
The battery is drained too much for every 3 hour charging the phone
Charging is taking 2 hours to finish",Waste of money!,1.0
"Battery draining so fast 4000mah battery mobiles are better than this,I faced everytime heating issue and camera is average.",Waste of money!,1.0
"Best phone, go fr it",Terrific,5.0
Nice phone poco x6pro . I am happy,Classy product,5.0
So far great performance. As usual camera is average only. Battery is depending on the usage if you are a gamer it will drain same as other gaming phones. For normal use it will be last 2 days min.,Must buy!,5.0
"Battery drains quickly, Battery is not ok",Terrible product,1.0
Very nice. Prompt delivery.,Great product,5.0
"Camera was good but not good like x5 pro but yeah good enough to take high quality real photos.... I face too much heating issue even in normal use...
Suggest to buy everyone low weight and high performance mobileb",Just wow!,5.0
Heating Problem,Just okay,3.0
Sup,Must buy!,5.0
Display and performance wise phone is superb sofa is battery and camera are consent they are average but good for those who don't give so much I am for size on these features battery performance is not bad because of 67 what charger overall phone is having a good package of features and comes in affordable cost compared to other flagship phones of oneplus,Terrific,5.0
"Poco low price Super best mobile 2024,
Camera best
Gameing best
All rounder mobile
After one month review best",Super!,5.0
"It has very good performance, be it camera or battery.
Overall best phone under 30k",Classy product,5.0
Phone is nice. But poor camera quality,Great product,5.0
"Overall phone is amazing, but it doesn't have a pro mode in camera...",Perfect product!,5.0
Very nice product.,Must buy!,5.0
Best quality Camrp,Pretty good,4.0
Not good,Does the job,3.0
Not happy buy phone 😭,Useless product,1.0
"Average performance.
Not expecting too much.",Decent product,3.0
"✅Good Design,better performance
❌No gyroscope (not for gaming),low camera quality,takes 2hr to charge,some MIUI features are not covered",Decent product,3.0
Good product very nice I happy,Mind-blowing purchase,5.0
Nice phone love it,Fabulous!,5.0
Nice prodect,Excellent,5.0
Im happy,Worth every penny,5.0
Yes I like it,Brilliant,5.0
"This phone is only good if you really need a cheap 5g phone
Display is below average
Phone seems a little slow considering 4 GB Ram
Camera is pathetic , not even close to 50 megapixel
Build quality is very poor, back panel of the phone is very fragile due to its plastic.
10 watt charger is slow",Not good,2.0
Vry bad product,Worthless,1.0
"Product I purchase not suitable for my use. I want to return the product with refund. I will go with different product. And offer in this product not recommended for my use.

if not return my item. i will highlight this issue in social media.",Worthless,1.0
Awesome and excellent,Perfect product!,5.0
Mobile hang problem,Good,3.0
Normal for usage pepoles,Delightful,4.0
Must buy 👍,Mind-blowing purchase,5.0
This phone is all over best in everything the performance according to price the best phone in this budget range,Highly recommended,5.0
Good condition,Terrific,5.0
"Superb glory...but i don't like camera...but over all performance is quite good..i received handset, cable and adapter.",Nice product,1.0
Very slow start process and can't work without Airtel Sim card network. Camera quality Very bad product . Don't buy poco m6 5g mobile .,Don't waste your money,1.0
Good phone 📱,Terrific purchase,5.0
Camera supper,Terrific purchase,5.0
Value of money am good look,Highly recommended,5.0
"Very good service
Thanks",Delightful,4.0
Most affordable 5g phone,Classy product,5.0
"Unbelievable deal.
Best at this price.",Highly recommended,5.0
Lack issue 😞,Moderate,2.0
WORST DON'T BUY IT,Terrible product,1.0
Very bad,Utterly Disappointed,1.0
Best powerful,Just wow!,5.0
It's good. System update required. Waiting....,Very Good,4.0
In this range phone is good,Very Good,4.0
Good phone under 8 k best 👍phone buget phone good quality good working but not bgmi playing in this phone laging,Terrific purchase,5.0
Good.,Good quality product,4.0
Best hai guru,Perfect product!,5.0
"Totally irritating only Airtel sim supporting system without Airtel sim this is not working
My personal experience please don't buy this phone",Could be way better,2.0
Nice 👍👍,Fabulous!,5.0
According to prise is good,Delightful,4.0
"What a phone.. this phone is awesome.
I like. Thanks for Flipkart team.",Great product,5.0
Good 😊,Terrific,5.0
Nice mobile,Very Good,4.0
It is good one as of today. It is functioning well. Now let's see how long it's performance will last. Future will speak .,Wonderful,4.0
"honest review :-
*display look big and feels very smooth...even in 120hz or 60hz.
*gaming experience in all though good...but if you play rapid movement then maybe it will make you feel the the frame is dropping.
*camera is good...too clear in 108mp or even in normal too...video is stable quite good.
*look wise it is excellent.
*you will never feel bezzels too often",Value-for-money,4.0
Excellent phone,Wonderful,5.0
Good phone at this price,Simply awesome,5.0
Good price,Worth the money,5.0
Dont buy waste phone,Does the job,3.0
"Khub valo
Amr valo legeche",Terrific purchase,5.0
Excellent 👍,Simply awesome,5.0
Camera quality is good 😊👍,Good choice,4.0
Wow osm Nice phone,Highly recommended,5.0
"Amazing phone😙, loved it's camera and performance. Fast charging. Easy to use. Just like I phone feeling 😊. Thanks redmi and flipkart",Fabulous!,5.0
Mobile is awesome but batter problem and heating issue,Just okay,3.0
"Camera qulati very nice super
Beautiful and nice pic and",Perfect product!,5.0
Up to the mark.,Classy product,5.0
"I'm sharing my review after using my phone almost one month later
Battery 5000mh but Battery Charge drains very fast so pathetic services from my expectations..
Otherwise ok.",Very Good,4.0
Nice product happy with redmi thanks flipkart❤,Perfect product!,5.0
"An Excellent product by Redmi,,, awesome performance,, that's why I love Flipkart.",Mind-blowing purchase,5.0
Really value for money. Camera doesn't disappoint you. Battery doesn't disappoint you either. Movie and videos experience is pretty good. Phone sound is everage.,Mind-blowing purchase,5.0
Really its a smart purchase... Works smoothly... Satisfied to use it,Simply awesome,5.0
"Good,.........worth for money",Best in the market!,5.0
"Camera is not that good but performance is very good, gaming runs smoothly like butter.",Excellent,5.0
Performance is good but battery servicing not good. When improve the battery service and the better product make.,Great product,5.0
Awesome phone in all aspects.,Best in the market!,5.0
Need to improve display and camera,Nice product,4.0
heat problem,Just okay,3.0
"Battery back is not good and speed is slow camera clarity just ok,",Does the job,3.0
Very nice protect ✨🤩,Highly recommended,5.0
Very nice 🙂 phone,Best in the market!,5.0
battery discharge short time,Bad quality,2.0
"I understand that it's and very affordable device and brand but the mobile I received has a little gap in frame that's manufacturer effect still I'm using it
Cameras are below average

Display average usable of less affordable device

Battery is without a doubt good",Moderate,2.0
"Back and front Camera very poor.
Battery very poor.
Design good.
Charging very slow
4k video recording not available.
Video quality very poor.
So ....
No order this phone.",Did not meet expectations,1.0
