reviews,sentiments,ratings
5Awesome Product.... Good Fabric.... Nice Colour and design... 😍👌😍,Awesome Product.... Good Fabric.... Nice Colour and design... 😍👌😍,5
5Its very nice it is too good,Its very nice it is too good,5
"5Unbelievable product
Tk fk","Unbelievable product
Tk fk",5
5Very nice shirt good looking 🤩🤩 thx Flipkart,Very nice shirt good looking 🤩🤩 thx Flipkart,5
5Nice pics,Nice pics,5
5Product was very good nice fabric,Product was very good nice fabric,5
5Nice one with affirdable price..,Nice one with affirdable price..,5
"5Wow, imagine","Wow, imagine",5
5Good product and quality 👍👍,Good product and quality 👍👍,5
3just little good,just little good,3
5Nice superr,Nice superr,5
1Everything is ok but quality is not good,Everything is ok but quality is not good,1
2Good product but not cotton brand 😞😞,Good product but not cotton brand 😞😞,2
5This product is god as compare to prise,This product is god as compare to prise,5
1Quality less product,Quality less product,1
5Just go for it😍 double okay for the price.,Just go for it😍 double okay for the price.,5
"5So nice shirt, quality is really 👍 😎 awesome","So nice shirt, quality is really 👍 😎 awesome",5
5Very Good Product,Very Good Product,5
5Supr,Supr,5
4Over all good,Over all good,4
5Very nice 👍🙂👍👍🙂,Very nice 👍🙂👍👍🙂,5
2Stitching not good,Stitching not good,2
5Very nice 👌 very comfortable and same as a picture,Very nice 👌 very comfortable and same as a picture,5
5Good to see the product that is no colour fade due to hand wash. Comfort to wear. Cool product.,Good to see the product that is no colour fade due to hand wash. Comfort to wear. Cool product.,5
5Nice colour,Nice colour,5
4Good quality👍,Good quality👍,4
"5This is the amazing shirt..
I loved this 💕😘.","This is the amazing shirt..
I loved this 💕😘.",5
5Nice product....😌😘,Nice product....😌😘,5
5Quality is super and looking also good must buy ❤,Quality is super and looking also good must buy ❤,5
5Super b quality and low,Super b quality and low,5
4Gdd go for it,Gdd go for it,4
5Super shirt😎,Super shirt😎,5
3good but packing is not proper,good but packing is not proper,3
4Nice shirt 👌,Nice shirt 👌,4
1Cloth is no smooth ness,Cloth is no smooth ness,1
2Kapda low,Kapda low,2
5Best quality for shirt 👍,Best quality for shirt 👍,5
4Super quality super production,Super quality super production,4
5Same 😁,Same 😁,5
5Cloth are very good and soft quality.. nice product,Cloth are very good and soft quality.. nice product,5
4Good material... Good fit.. Liked it,Good material... Good fit.. Liked it,4
4Nice product at this price,Nice product at this price,4
"5Good product,and cloth is very good tnq 😊 price will be good 👍😊","Good product,and cloth is very good tnq 😊 price will be good 👍😊",5
"3Just like you see in the picture. The size is a bit of a problem. My actual size is an inch more than what I ordered, but it's a little tighter.","Just like you see in the picture. The size is a bit of a problem. My actual size is an inch more than what I ordered, but it's a little tighter.",3
5very good quality product.,very good quality product.,5
4value of money,value of money,4
3its ok,its ok,3
"5Excellent ,very comfortable.","Excellent ,very comfortable.",5
4Poor finishing.low quality,Poor finishing.low quality,4
"5Nice comfortable shocks
It is thicker at bottom so walking on floor in winter is easier.
Perfect for the price range.👍","Nice comfortable shocks
It is thicker at bottom so walking on floor in winter is easier.
Perfect for the price range.👍",5
3bad product,bad product,3
4very nice and summer friendly,very nice and summer friendly,4
5nice quality.....,nice quality.....,5
5Socks quality is superb. Soaks sweat and keeps no odour. Thickness is enough. Feels comfortable.,Socks quality is superb. Soaks sweat and keeps no odour. Thickness is enough. Feels comfortable.,5
5fully comfortable,fully comfortable,5
5very nice socks.,very nice socks.,5
5super good quality,super good quality,5
5awesome socks & timely delivery...value for money.,awesome socks & timely delivery...value for money.,5
5really value for money..am using it for my daily office & running,really value for money..am using it for my daily office & running,5
5very good quality,very good quality,5
5nice very comfortable to wear,nice very comfortable to wear,5
5after a very long time finally found quality socks.,after a very long time finally found quality socks.,5
"5comfortable Cotton socks with large grip elastic.

love it and cheaper than same quality Jockey socks.
but little bit lesser in thickness than jockey.","comfortable Cotton socks with large grip elastic.

love it and cheaper than same quality Jockey socks.
but little bit lesser in thickness than jockey.",5
5Good product. Highly recommend.,Good product. Highly recommend.,5
"5Great product.
Comfort 5/5
Material 5/5
Price range 5/5","Great product.
Comfort 5/5
Material 5/5
Price range 5/5",5
"53 pack of men socks, Nice product🤩🤩","3 pack of men socks, Nice product🤩🤩",5
5Quality is awesome,Quality is awesome,5
5Quality of the product is not good .,Quality of the product is not good .,5
"5Best one
All must try","Best one
All must try",5
5Very good. I liked the design n quality.,Very good. I liked the design n quality.,5
5nice product... good quality,nice product... good quality,5
5Fabulous socks for all seasons and occasions and the process was seamless. Kudos to Delivery Executive for his co operation and courtesy. VFM.,Fabulous socks for all seasons and occasions and the process was seamless. Kudos to Delivery Executive for his co operation and courtesy. VFM.,5
5worth,worth,5
5Superb purchace,Superb purchace,5
"3Thick socks, towel type.","Thick socks, towel type.",3
3Not met with the expectation.,Not met with the expectation.,3
3Decent ok,Decent ok,3
3Average quality...feels slippery in shoes...not getting firm support for running and sports...not recommended,Average quality...feels slippery in shoes...not getting firm support for running and sports...not recommended,3
3Qulity poor,Qulity poor,3
"3Not too good .if u r taking for a daily practicing for sports then 2,3 week it starts tearing .it's expensive in this price","Not too good .if u r taking for a daily practicing for sports then 2,3 week it starts tearing .it's expensive in this price",3
3not bad,not bad,3
3Not good product,Not good product,3
3good product.,good product.,3
5good products 300 its ok price thank you Flipkart and Ashraf,good products 300 its ok price thank you Flipkart and Ashraf,5
4Very comfortable..,Very comfortable..,4
1Its not a cotton and also after 1 wash the materials became so worst.,Its not a cotton and also after 1 wash the materials became so worst.,1
2Not reach the expectations,Not reach the expectations,2
5100% original product thanks for Flipkart,100% original product thanks for Flipkart,5
2Useless product,Useless product,2
2Very bad ..after 2weeks use that was torned,Very bad ..after 2weeks use that was torned,2
2Low quality..,Low quality..,2
"2Not a good product, don't buy","Not a good product, don't buy",2
2Not value for money. Received item is not upto mark.,Not value for money. Received item is not upto mark.,2
2Cheap kwality product,Cheap kwality product,2
2Quality is not that much good. It's just ok.,Quality is not that much good. It's just ok.,2
2Quality of product not good,Quality of product not good,2
2Its threads are unfurled. It is a winter socks,Its threads are unfurled. It is a winter socks,2
"1Third class product. Purchased the product considering huge positive reviews, but, the socks didn't even lasted for 5 uses. Poor quality and over hyped marketed product. Not at all worth to purchase. Strongly not recommended.","Third class product. Purchased the product considering huge positive reviews, but, the socks didn't even lasted for 5 uses. Poor quality and over hyped marketed product. Not at all worth to purchase. Strongly not recommended.",1
1Too worst quality,Too worst quality,1
1Very small.... It don't have return policy I lost my money,Very small.... It don't have return policy I lost my money,1
1First day itself damaged...Don't buy go for direct purchase..No return policy,First day itself damaged...Don't buy go for direct purchase..No return policy,1
1Worst quality. Don't buy it. After first wash only it its showing cotton bubbles.,Worst quality. Don't buy it. After first wash only it its showing cotton bubbles.,1
5To good....,To good....,5
5Good quality n nice comfort,Good quality n nice comfort,5
1Not cotton,Not cotton,1
1VERY BEDLY SMELLING IN VERY FIRST DAY,VERY BEDLY SMELLING IN VERY FIRST DAY,1
5Shocks are awesome and Quality is Good,Shocks are awesome and Quality is Good,5
"4This ia really really comfortable shocks, I love this product, thanks Flipkart team","This ia really really comfortable shocks, I love this product, thanks Flipkart team",4
4Very much comfortable even for 11 size,Very much comfortable even for 11 size,4
5Thanks flipkart... Amazing Navy sport men solid mid-calf/crew...,Thanks flipkart... Amazing Navy sport men solid mid-calf/crew...,5
5Very dood,Very dood,5
"4As shown in picture, length in leg is not so much but overall it is good product.","As shown in picture, length in leg is not so much but overall it is good product.",4
"5Nice shoks
275 for 3
Quality is very Good","Nice shoks
275 for 3
Quality is very Good",5
5Fabric quality is good.,Fabric quality is good.,5
5Perfect fitting 👌,Perfect fitting 👌,5
5Nice shirts 😍👌,Nice shirts 😍👌,5
4Febric was not good but good quality ...and same cloth delivered...,Febric was not good but good quality ...and same cloth delivered...,4
"4Very comfortable, good product in this price range","Very comfortable, good product in this price range",4
"5Awesome, everyone must buy these shirt","Awesome, everyone must buy these shirt",5
5felt very good,felt very good,5
5Nice Product As this price range.,Nice Product As this price range.,5
"5Iam satisfy..,","Iam satisfy..,",5
5Goood fit,Goood fit,5
4Good worth to buy,Good worth to buy,4
4Value for money product,Value for money product,4
4Nice product 👍👍,Nice product 👍👍,4
3Quite good,Quite good,3
3Quality's good 👍👍😊😊😊,Quality's good 👍👍😊😊😊,3
3Nice ✨,Nice ✨,3
4Nice shirt😍,Nice shirt😍,4
5That's great design of this shirt and colour combination together.,That's great design of this shirt and colour combination together.,5
5Good quality ☺️,Good quality ☺️,5
"5Awwwsm.....
Don't think much just buy it.
Totaly value for money","Awwwsm.....
Don't think much just buy it.
Totaly value for money",5
"5It was a nice shirt looking very beautiful 😍
Stretchable nice comfort 🔥","It was a nice shirt looking very beautiful 😍
Stretchable nice comfort 🔥",5
5Moderate shirt,Moderate shirt,5
5Nice good cloth and design love it thankyou,Nice good cloth and design love it thankyou,5
5Good quality and fitting,Good quality and fitting,5
"5Very very good product
Fast delivery amazing
Thank you Flipkart","Very very good product
Fast delivery amazing
Thank you Flipkart",5
